Participant,Stimulus,Trial,Time,Gaze_x,Gaze_y,Type,Target_TopLeft_x,Target_TopLeft_y,Target_BottomRight_x,Target_BottomRight_y
93wyqfq2c2,NF-1088,2.0,-0.16,888,503,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.006,884,501,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.087,864,479,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.149,847,497,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.219,846,532,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.284,824,524,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.345,801,499,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.402,815,468,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.464,804,437,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.526,763,458,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.587,731,433,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.665,716,407,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.734,731,427,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.796,742,463,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.859,766,462,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1088,2.0,0.922,784,437,Image,144,69.0,1296,879.0
